Exam_Score,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Internet_Access,Tutoring_Sessions,School_Type,Physical_Activity,Distance_from_Home,Motivation_Level
69,100,Medium,Medium,7,Yes,1,Public,6,Near,Medium
65,65,Low,Medium,6,Yes,2,Public,1,Near,High
62,61,High,High,8,Yes,1,Public,3,Far,Medium
69,96,High,High,7,Yes,1,Public,1,Moderate,Low
65,70,Medium,Medium,7,Yes,1,Public,4,Near,Medium
69,89,Medium,Low,4,Yes,2,Private,4,Near,Medium
69,92,Low,High,8,Yes,1,Public,3,Moderate,Medium
73,94,High,Medium,8,Yes,2,Private,5,Near,Medium
75,100,High,Medium,7,Yes,2,Private,2,Near,Low
70,72,High,High,8,Yes,3,Private,3,Far,Medium
74,88,Medium,High,8,Yes,0,Private,3,Near,High
65,65,Medium,Medium,6,Yes,0,Public,3,Near,Medium
63,76,Medium,Medium,7,Yes,1,Public,3,Near,Medium
74,94,High,High,5,Yes,4,Public,4,Near,Low
67,75,High,High,9,Yes,0,Private,2,Near,Low
71,84,Medium,Medium,8,No,3,Public,4,Near,Medium
68,80,High,Low,6,Yes,1,Public,3,Moderate,Medium
69,86,High,Medium,8,Yes,2,Public,4,Near,Medium
71,99,Medium,High,7,Yes,0,Public,4,Near,Medium
66,62,High,Medium,6,Yes,7,Public,2,Near,Low
65,83,Medium,Medium,7,Yes,0,Private,3,Near,Low
66,95,Medium,Low,8,No,1,Private,2,Moderate,Low
65,79,Low,Low,8,Yes,2,Private,2,Near,High
67,63,Medium,Medium,10,Yes,1,Public,4,Moderate,Medium
70,82,High,Medium,7,Yes,2,Private,4,Near,High
63,73,Medium,Medium,7,Yes,1,Public,4,Near,Medium
64,66,Low,Low,8,Yes,1,Private,3,Moderate,Low
71,94,Medium,Medium,7,Yes,1,Private,1,Near,Medium
68,81,Medium,High,6,Yes,2,Public,3,Moderate,Medium
72,97,Medium,Low,6,Yes,2,Public,4,Near,Medium
71,92,Medium,High,4,Yes,2,Public,4,Near,Medium
64,88,Low,Low,8,No,1,Private,2,Moderate,Medium
64,60,High,Low,5,Yes,1,Public,5,Moderate,Medium
66,77,High,Medium,6,Yes,3,Private,2,Moderate,Low
68,68,Medium,High,7,Yes,3,Public,3,Moderate,High
68,96,High,Medium,7,Yes,2,Private,2,Far,Medium
65,67,High,Medium,10,Yes,3,Public,5,Near,Medium
67,71,Medium,Medium,5,Yes,1,Private,3,Near,Medium
64,81,Medium,Low,10,Yes,3,Public,2,Near,Low
70,71,High,Medium,9,No,1,Public,4,Near,High
65,68,Medium,High,8,Yes,1,Public,2,Near,Low
65,84,Medium,Low,9,Yes,2,Public,3,Moderate,Low
68,64,High,Medium,8,Yes,1,Public,4,Near,High
61,62,Medium,High,4,Yes,2,Public,3,Moderate,Medium
63,75,High,Low,8,Yes,3,Public,3,Near,High
65,89,Medium,Medium,5,Yes,0,Public,2,Near,Medium
69,82,Medium,Medium,6,Yes,1,Private,5,Far,Medium
64,77,Medium,Medium,7,Yes,1,Public,2,Near,Low
69,83,Medium,Low,6,Yes,1,Private,2,Near,Medium
67,75,High,Medium,8,Yes,3,Public,3,Near,Low
74,97,Medium,High,7,Yes,1,Public,1,Moderate,High
66,62,High,Medium,8,Yes,1,Private,3,Near,Medium
72,87,Medium,High,7,Yes,0,Public,4,Near,Medium
73,96,Medium,Low,7,Yes,1,Public,5,Moderate,Low
73,92,High,Medium,6,Yes,0,Public,4,Near,High
63,67,Low,Medium,5,Yes,0,Public,2,Moderate,High
69,72,High,Medium,7,Yes,3,Public,2,Near,Medium
71,89,Low,Low,6,Yes,2,Public,6,Near,High
63,63,High,Medium,9,Yes,1,Public,4,Moderate,High
69,92,Medium,High,5,Yes,0,Public,5,Moderate,Medium
72,89,High,High,10,Yes,3,Private,3,Moderate,Low
68,89,High,Low,7,Yes,2,Public,4,Moderate,Medium
62,64,Low,High,7,Yes,1,Public,3,Near,Medium
68,89,Low,High,6,Yes,1,Private,2,Near,Medium
71,87,Medium,Medium,8,Yes,1,Public,2,Near,High
67,93,Medium,Low,7,No,1,Public,3,Moderate,Low
65,62,Low,High,7,Yes,0,Private,3,Moderate,High
60,61,Low,Medium,8,No,1,Public,3,Far,High
68,75,Medium,High,8,Yes,2,Public,2,Near,High
59,66,Low,Medium,9,Yes,1,Public,3,Near,Medium
64,82,High,Medium,8,Yes,0,Public,0,Moderate,Medium
71,97,High,Medium,6,Yes,2,Public,3,Moderate,High
68,76,High,High,4,Yes,2,Public,2,Moderate,Low
70,94,Low,Medium,7,No,2,Public,3,Moderate,Medium
62,60,Low,Low,7,Yes,1,Public,4,Near,Medium
62,67,Medium,Medium,10,Yes,2,Public,3,Near,Medium
68,61,High,Medium,7,Yes,2,Private,3,Near,Medium
68,73,Medium,Medium,8,Yes,3,Private,3,Near,Low
74,96,Medium,Medium,8,Yes,3,Public,4,Near,High
61,64,Low,Medium,8,Yes,0,Public,4,Near,Medium
67,84,Medium,Medium,8,Yes,1,Public,5,Near,Medium
65,78,Medium,Low,6,Yes,1,Public,2,Moderate,Medium
101,98,Low,Medium,6,No,5,Public,3,Moderate,Low
65,65,Medium,Low,7,Yes,1,Public,4,Moderate,Medium
67,68,Medium,Medium,4,Yes,0,Private,4,Near,Medium
61,61,Medium,High,7,Yes,2,Public,3,Near,Low
64,77,Medium,Medium,6,Yes,3,Public,4,Near,Medium
64,71,High,Low,7,Yes,1,Public,3,Far,High
67,95,Medium,Medium,7,Yes,1,Public,2,Near,Medium
69,84,Medium,Medium,5,Yes,0,Private,3,Near,Medium
69,85,High,Medium,9,Yes,1,Public,2,Moderate,Low
67,81,High,Medium,7,Yes,4,Public,3,Near,Medium
62,64,Medium,High,8,Yes,1,Public,3,Moderate,Medium
66,78,Low,High,7,Yes,0,Private,1,Near,Medium
72,100,High,Medium,8,Yes,0,Public,4,Near,Low
67,93,Medium,Medium,5,Yes,2,Public,3,Near,Low
66,96,High,High,9,Yes,2,Public,3,Moderate,Medium
67,93,Low,Low,8,Yes,2,Public,4,Moderate,Medium
67,64,High,Low,7,Yes,1,Public,4,Near,Low
68,69,Medium,Medium,7,Yes,0,Public,4,Near,Medium
63,60,High,Medium,9,Yes,0,Public,2,Near,Medium
62,72,Medium,High,6,Yes,1,Public,2,Far,Low
65,64,High,Medium,5,Yes,3,Public,2,Moderate,Low
65,79,Medium,Medium,6,Yes,1,Public,6,Moderate,Medium
70,87,Medium,High,7,Yes,0,Public,2,Near,Medium
73,95,Low,Medium,7,Yes,7,Public,4,Near,Medium
73,90,High,Medium,9,Yes,1,Public,2,Near,Medium
68,98,Medium,Low,6,No,2,Private,2,Moderate,Medium
63,62,Medium,Low,6,Yes,3,Public,1,Moderate,High
62,60,Medium,Low,5,Yes,2,Public,2,Near,High
69,86,High,Medium,8,Yes,0,Public,3,Near,Medium
66,72,Medium,High,5,Yes,2,Public,3,Near,Medium
68,70,Medium,High,8,Yes,0,Private,3,Near,High
67,73,High,Medium,6,Yes,0,Private,3,Far,Low
65,71,High,High,6,Yes,2,Private,4,Near,Low
70,80,Low,Medium,10,No,1,Public,3,Moderate,High
64,78,Low,Medium,9,No,0,Private,1,Moderate,High
65,80,Low,Low,7,Yes,2,Private,3,Moderate,High
67,87,Medium,Medium,5,Yes,1,Private,2,Far,High
62,75,Medium,Low,10,Yes,0,Private,4,Moderate,Medium
66,70,Medium,Medium,7,Yes,3,Public,4,Moderate,High
68,67,High,High,7,Yes,0,Public,2,Near,Low
64,74,Medium,Low,8,Yes,0,Public,4,Moderate,High
69,90,High,Low,4,Yes,3,Public,3,Moderate,Medium
69,90,Medium,Medium,6,No,1,Private,2,Near,Low
67,87,Medium,Medium,7,Yes,1,Public,5,Moderate,Medium
61,69,Medium,Medium,7,Yes,0,Public,3,Moderate,Low
70,84,High,Medium,5,Yes,1,Public,4,Moderate,Low
65,83,Low,Medium,7,Yes,1,Public,4,Near,Low
66,79,Medium,Medium,7,Yes,0,Public,4,Moderate,Low
66,82,Low,Medium,10,Yes,3,Public,3,Near,Medium
69,80,Medium,High,9,Yes,4,Public,3,Moderate,Medium
67,83,Medium,Medium,7,Yes,1,Public,1,Near,High
71,89,High,High,7,Yes,2,Private,2,Near,Medium
68,64,High,High,9,Yes,1,Private,4,Near,High
67,90,Medium,Medium,7,No,2,Public,3,Near,High
63,65,High,Medium,5,Yes,2,Public,4,Near,Low
64,63,Medium,Medium,10,Yes,1,Private,2,Near,Low
73,99,High,Medium,6,Yes,3,Public,3,Moderate,Medium
69,98,Medium,Medium,10,Yes,1,Private,3,Moderate,High
65,62,High,Low,8,Yes,1,Public,3,Near,High
70,78,High,Low,6,Yes,0,Private,5,Near,Medium
67,67,High,Medium,4,Yes,1,Public,2,Near,Low
67,79,Medium,Low,8,Yes,3,Public,3,Moderate,High
70,93,Medium,High,5,Yes,0,Public,3,Near,Medium
69,98,High,Low,8,No,2,Public,2,Near,Low
68,85,High,Medium,10,Yes,2,Public,2,Near,High
66,74,Medium,High,5,Yes,1,Public,3,Near,High
62,84,Low,High,8,Yes,3,Public,4,Near,Low
67,72,Medium,Medium,6,Yes,2,Public,4,Near,Low
71,96,Medium,Low,9,Yes,2,Public,4,Moderate,High
68,95,High,Medium,7,Yes,4,Public,2,Moderate,Medium
66,82,High,Medium,7,Yes,3,Public,2,Near,High
64,73,Low,Medium,9,Yes,0,Public,3,Moderate,High
71,72,High,Medium,8,Yes,1,Private,4,Near,Low
61,61,Low,Low,6,Yes,1,Public,4,Far,Medium
67,93,Medium,High,10,No,2,Public,2,Near,Medium
65,78,Medium,Low,5,Yes,3,Public,4,Moderate,Low
66,73,High,Medium,7,No,0,Private,6,Moderate,Low
68,79,High,High,6,Yes,2,Public,4,Near,Medium
66,93,Medium,Medium,5,Yes,0,Public,2,Far,Medium
63,65,Medium,Medium,5,Yes,2,Public,4,Near,Medium
66,94,Low,Low,7,Yes,1,Public,3,Moderate,Low
73,96,Medium,High,8,Yes,1,Private,2,Near,Medium
88,98,Medium,Low,9,Yes,1,Private,3,Near,Medium
67,76,Medium,Medium,9,Yes,0,Private,4,Near,High
69,69,High,High,7,Yes,2,Public,2,Near,Medium
67,75,Medium,Low,6,Yes,2,Public,3,Near,High
64,73,Medium,High,9,Yes,1,Public,2,Near,Medium
64,67,Medium,High,6,No,0,Public,2,Moderate,Medium
65,84,Low,Medium,5,Yes,1,Public,2,Near,Low
68,79,Medium,Medium,8,Yes,1,Public,2,Near,High
77,95,Medium,High,9,Yes,2,Private,3,Moderate,High
63,61,Medium,Medium,6,Yes,0,Public,2,Near,High
69,86,High,High,10,Yes,0,Public,5,Near,Medium
69,91,Medium,Medium,8,Yes,3,Public,2,Near,Medium
70,90,Medium,Low,8,Yes,2,Public,3,Near,Medium
73,95,High,Medium,6,Yes,1,Public,4,Near,High
66,89,Medium,Low,9,Yes,1,Public,3,Far,Medium
71,97,Medium,Low,5,Yes,2,Private,3,Near,High
66,73,Medium,Low,6,Yes,2,Public,5,Near,Medium
71,80,Medium,Medium,6,Yes,2,Public,3,Near,High
66,61,Medium,Low,5,Yes,3,Public,2,Near,Medium
63,60,Medium,High,8,Yes,0,Public,4,Near,High
70,70,High,High,8,Yes,5,Public,5,Near,Medium
66,64,High,Medium,8,Yes,1,Public,2,Near,Medium
66,70,Medium,Medium,7,Yes,1,Public,4,Near,Medium
66,67,Medium,Medium,8,Yes,2,Public,4,Moderate,High
62,61,Medium,Medium,7,Yes,1,Public,3,Near,Medium
69,96,Medium,Medium,6,Yes,1,Public,3,Near,High
63,60,Low,High,6,Yes,1,Private,1,Moderate,Low
68,89,Medium,Low,4,Yes,1,Public,2,Near,Low
64,66,Medium,High,9,Yes,1,Private,3,Moderate,Medium
69,96,Low,High,9,Yes,2,Public,3,Moderate,High
71,96,Low,Medium,10,Yes,3,Public,3,Near,Low
71,86,Medium,Medium,6,No,2,Private,4,Near,Medium
66,87,Medium,Medium,6,Yes,1,Private,4,Far,Medium
63,60,Medium,Medium,4,Yes,2,Private,3,Moderate,Low
72,99,Low,Medium,8,Yes,0,Public,2,Far,Low
70,95,Medium,Medium,8,No,1,Private,3,Near,Low
71,96,Medium,Low,9,Yes,0,Private,2,Near,Medium
65,86,Low,Low,6,Yes,3,Private,3,Far,Medium
65,74,Medium,Low,8,Yes,0,Public,4,Near,Low
67,96,Low,Medium,6,Yes,1,Public,2,Far,High
68,72,High,Medium,9,Yes,0,Public,3,Near,High
70,83,Medium,Medium,8,Yes,3,Public,4,Far,Medium
70,64,Medium,Medium,5,Yes,2,Private,2,Near,Medium
72,97,Low,High,7,Yes,2,Public,3,Near,Low
65,66,Medium,High,4,Yes,1,Public,5,Moderate,Medium
65,69,Medium,Medium,5,Yes,2,Public,3,Near,High
71,82,High,Medium,5,Yes,3,Private,4,Near,High
74,91,High,High,6,Yes,3,Public,4,Near,Low
64,85,Low,Medium,7,Yes,0,Private,4,Moderate,Low
64,69,Medium,Medium,7,Yes,1,Private,4,Far,High
65,60,Medium,High,7,Yes,3,Private,3,Near,Low
67,90,Low,Medium,7,Yes,1,Public,5,Near,Medium
73,99,High,Medium,7,Yes,2,Public,3,Near,Low
72,92,Low,High,5,Yes,1,Public,3,Moderate,High
65,78,Medium,Medium,7,Yes,0,Public,3,Near,Low
67,96,Medium,High,9,Yes,0,Public,4,Near,Medium
70,81,High,Medium,8,Yes,0,Public,3,Near,Low
66,79,High,Medium,8,Yes,2,Private,3,Moderate,Medium
66,78,High,High,8,Yes,1,Public,1,Near,Low
68,91,Medium,Low,7,Yes,3,Public,3,Near,Low
68,81,Low,Medium,8,Yes,3,Public,4,Near,Low
67,73,High,High,8,Yes,0,Public,4,Moderate,Low
65,70,High,Medium,8,No,1,Public,3,Near,High
64,62,Medium,Low,8,Yes,4,Public,4,Near,Medium
70,83,High,Medium,5,Yes,1,Public,2,Near,High
63,69,Low,Medium,5,Yes,0,Public,3,Moderate,Medium
65,66,Medium,High,6,No,2,Public,2,Near,Low
67,86,Low,Medium,9,Yes,4,Public,2,Near,Medium
71,87,Medium,Medium,7,Yes,3,Private,5,Near,Low
73,90,High,Medium,7,Yes,1,Private,4,Near,Medium
67,80,Medium,Medium,4,Yes,1,Private,3,Far,Low
72,96,High,Medium,7,Yes,2,Private,3,Near,Medium
71,97,Medium,Medium,7,Yes,2,Public,0,Far,High
72,92,Medium,High,4,Yes,0,Public,4,Near,High
68,85,High,High,7,Yes,1,Public,3,Near,Medium
65,72,Low,Low,5,Yes,2,Public,3,Near,Medium
68,99,High,Medium,6,Yes,1,Public,4,Far,Low
67,71,Medium,Low,8,Yes,1,Public,4,Near,Medium
66,68,Medium,Medium,7,Yes,1,Private,4,Moderate,High
64,78,Medium,Low,6,Yes,0,Private,1,Near,Medium
65,62,High,Medium,6,Yes,3,Private,3,Near,Medium
69,99,Medium,Medium,6,Yes,0,Public,3,Moderate,Medium
68,84,Medium,Medium,7,Yes,2,Public,2,Far,Medium
69,82,High,High,5,Yes,3,Public,4,Near,Medium
70,86,Medium,Medium,9,Yes,1,Private,3,Moderate,Low
65,80,High,Medium,5,Yes,1,Private,4,Near,Medium
63,61,Medium,Medium,4,Yes,2,Public,3,Near,Low
71,84,Low,Medium,8,Yes,1,Private,3,Near,Medium
68,89,Medium,High,6,Yes,0,Private,2,Near,Low
70,77,Medium,Medium,7,Yes,5,Public,3,Near,High
72,90,Medium,High,8,Yes,2,Public,3,Near,High
64,69,Medium,Medium,6,Yes,3,Public,1,Far,Medium
64,69,Low,Medium,7,Yes,0,Public,2,Moderate,Low
66,66,Medium,Low,8,Yes,2,Public,2,Near,High
69,75,Medium,High,9,Yes,0,Public,3,Far,High
71,94,Medium,Low,6,Yes,2,Private,2,Near,Medium
69,93,Medium,High,6,Yes,0,Public,3,Near,High
67,75,High,Medium,8,Yes,1,Public,3,Moderate,Low
66,84,Low,Medium,7,Yes,0,Public,3,Near,Medium
71,89,Medium,Medium,7,Yes,2,Public,2,Moderate,Medium
63,70,Medium,Low,9,Yes,2,Public,2,Near,Low
62,67,Medium,Low,4,Yes,0,Public,4,Near,Medium
73,99,Medium,High,5,Yes,0,Public,4,Near,Medium
66,85,High,Medium,4,Yes,1,Public,3,Far,Low
72,99,High,Medium,9,Yes,3,Public,2,Moderate,Medium
67,74,High,Low,8,Yes,1,Public,2,Moderate,Low
65,88,Low,Low,5,No,0,Public,3,Near,Medium
66,69,Medium,Medium,7,Yes,2,Public,4,Near,Medium
68,70,High,Medium,7,Yes,3,Public,2,Moderate,Low
69,80,Medium,High,4,Yes,1,Private,4,Near,Medium
68,73,High,Medium,7,Yes,0,Public,3,Near,Medium
61,67,Medium,High,5,Yes,0,Public,2,Moderate,Medium
68,71,High,Low,8,Yes,3,Private,2,Near,Medium
64,61,High,Low,5,Yes,3,Private,3,Near,Low
67,88,Medium,Low,7,No,1,Public,3,Moderate,Low
68,80,Low,High,9,Yes,3,Public,3,Moderate,High
61,64,Medium,High,8,Yes,1,Public,4,Moderate,Low
66,67,High,Low,8,Yes,1,Public,3,Near,Low
64,64,High,Low,7,Yes,2,Public,2,Near,Low
67,85,Low,Medium,5,Yes,3,Public,3,Moderate,Low
64,64,Medium,High,6,Yes,2,Private,4,Moderate,Low
72,90,High,High,7,Yes,0,Public,3,Near,Low
62,61,Medium,Medium,7,Yes,2,Public,3,Far,Low
63,70,High,Medium,5,Yes,2,Private,2,Far,Low
70,96,High,High,8,Yes,1,Private,4,Near,Low
69,89,High,Medium,5,Yes,3,Public,3,Moderate,Low
64,63,Low,Medium,9,Yes,3,Public,2,Near,Medium
66,93,Low,Medium,7,Yes,2,Public,3,Near,Medium
67,80,Low,Medium,8,Yes,3,Private,4,Near,Medium
71,94,High,High,8,Yes,4,Public,5,Near,Medium
70,84,Medium,High,10,Yes,0,Private,1,Far,Medium
69,87,Low,Medium,7,Yes,2,Public,3,Moderate,Medium
68,100,Medium,Low,6,Yes,0,Public,3,Moderate,High
64,69,Medium,High,6,No,1,Public,1,Near,Medium
70,85,High,Medium,9,Yes,3,Public,3,Near,Low
69,78,High,Low,5,Yes,0,Private,3,Near,Medium
63,62,Medium,Medium,6,Yes,0,Public,2,Near,Medium
60,61,Low,Medium,7,Yes,1,Public,3,Near,Medium
65,65,High,Low,7,Yes,2,Public,4,Near,Medium
67,86,Medium,Medium,8,Yes,0,Public,0,Near,Medium
66,83,Medium,Low,5,Yes,1,Public,4,Near,Low
68,82,Low,High,7,No,3,Public,3,Near,Medium
58,61,Low,High,7,Yes,0,Public,1,Near,High
67,79,Low,High,5,Yes,0,Public,3,Moderate,Medium
68,97,Medium,Medium,8,Yes,0,Public,4,Near,Low
62,76,Medium,Medium,7,Yes,1,Public,3,Near,Medium
69,85,Low,High,7,No,2,Public,3,Moderate,High
73,91,Medium,High,6,Yes,1,Private,4,Far,High
66,91,High,Low,6,Yes,2,Public,4,Moderate,Medium
67,81,Low,Medium,5,Yes,0,Public,5,Near,Medium
71,94,Medium,Medium,8,Yes,1,Public,4,Near,Medium
66,76,Medium,Medium,9,Yes,1,Public,2,Far,Medium
74,96,High,Medium,10,Yes,0,Public,4,Moderate,Medium
67,70,Medium,High,8,Yes,2,Public,5,Near,Low
68,71,High,Medium,6,Yes,2,Public,2,Near,High
61,62,Medium,Medium,6,Yes,2,Public,3,Near,High
65,77,Low,Medium,7,Yes,4,Public,4,Moderate,Low
71,69,Medium,High,7,Yes,2,Public,2,Near,Medium
61,69,Medium,Low,7,Yes,1,Public,2,Far,Medium
70,96,Medium,High,9,Yes,0,Public,3,Near,Medium
70,93,Medium,Low,6,Yes,2,Private,3,Moderate,Medium
69,82,Medium,High,9,Yes,1,Public,3,Near,Low
70,85,High,Low,7,Yes,2,Public,3,Near,High
67,79,High,Medium,6,Yes,4,Public,4,Near,Medium
63,76,Low,Medium,6,Yes,2,Public,4,Moderate,Low
70,97,Medium,Medium,7,Yes,1,Public,3,Near,Medium
61,65,Medium,Medium,8,Yes,1,Private,5,Near,Medium
64,77,Low,High,6,Yes,1,Public,1,Moderate,Low
65,74,Medium,Medium,8,Yes,2,Public,3,Near,High
65,80,Medium,Medium,6,Yes,1,Public,1,Far,Medium
66,78,Medium,Low,7,Yes,3,Private,3,Far,High
66,81,High,High,5,Yes,1,Public,3,Far,Low
63,66,Low,Medium,8,Yes,2,Public,2,Near,Medium
66,81,Low,High,7,Yes,3,Public,2,Near,Medium
64,70,Medium,Medium,9,Yes,0,Public,1,Far,High
65,67,High,Low,8,Yes,3,Public,4,Near,Medium
62,63,High,Medium,7,Yes,3,Private,1,Near,Low
71,91,Low,High,9,Yes,4,Public,5,Moderate,High
63,77,Medium,Medium,8,Yes,1,Public,2,Near,Low
70,85,Medium,High,9,Yes,0,Public,3,Moderate,High
70,89,Medium,Low,6,Yes,2,Private,4,Moderate,Low
65,87,Medium,Medium,8,Yes,1,Public,3,Moderate,Medium
66,79,High,High,8,Yes,1,Public,3,Near,Medium
66,76,Medium,Low,5,Yes,2,Private,4,Near,Medium
68,75,Medium,Low,9,Yes,0,Public,2,Near,High
68,86,High,High,5,Yes,1,Private,3,Near,Medium
69,80,High,Medium,5,Yes,4,Private,3,Near,Medium
71,94,Medium,Medium,4,Yes,3,Public,3,Near,Medium
69,95,Medium,Medium,8,Yes,2,Private,1,Near,Low
68,67,Medium,High,5,Yes,0,Public,2,Near,Medium
67,65,Medium,High,6,Yes,2,Public,5,Moderate,Medium
72,85,High,Medium,8,Yes,2,Public,3,Near,Medium
68,72,High,Medium,7,Yes,2,Public,3,Near,High
60,61,High,Medium,6,Yes,0,Public,4,Moderate,Low
68,96,Medium,High,5,Yes,2,Public,4,Moderate,High
65,69,High,Medium,7,Yes,1,Public,2,Near,High
67,97,Low,High,8,Yes,0,Public,3,Moderate,High
70,89,Low,Medium,8,Yes,4,Private,3,Near,Low
70,91,Medium,Low,10,Yes,0,Private,3,Near,High
61,68,Medium,Medium,6,Yes,3,Public,2,Far,Low
68,69,High,Low,5,Yes,2,Public,4,Far,Medium
67,81,Medium,High,7,Yes,1,Public,3,Near,High
62,67,Medium,High,7,Yes,3,Public,3,Moderate,Medium
66,72,Medium,Low,7,Yes,0,Public,4,Moderate,Medium
69,73,High,Medium,6,Yes,3,Public,2,Far,Medium
66,66,Medium,High,4,Yes,2,Public,4,Near,Medium
64,68,Medium,Medium,5,Yes,0,Public,5,Near,Medium
66,92,High,Medium,8,Yes,1,Public,4,Near,High
63,67,Medium,Medium,7,Yes,2,Public,5,Near,Low
62,61,Low,High,8,Yes,1,Private,3,Near,Low
65,85,Medium,Medium,8,Yes,1,Private,4,Moderate,Low
68,99,Low,High,8,Yes,0,Private,2,Moderate,Low
65,73,High,High,8,Yes,1,Private,4,Moderate,Low
63,65,Medium,High,7,Yes,1,Public,4,Near,Low
68,83,High,High,7,Yes,3,Public,2,Near,Medium
72,96,Medium,High,4,Yes,2,Private,2,Near,Low
69,91,High,Low,6,Yes,2,Private,3,Near,Medium
66,85,Low,Medium,6,Yes,1,Public,5,Far,Low
68,73,Low,Low,7,Yes,2,Private,3,Near,High
64,82,Low,Low,6,Yes,1,Public,2,Moderate,Medium
61,64,Medium,Low,8,Yes,1,Public,2,Near,Low
67,87,Low,Medium,6,Yes,0,Public,2,Near,High
68,89,Medium,Low,9,Yes,0,Public,3,Moderate,Medium
74,99,Medium,Medium,6,Yes,2,Public,3,Near,High
67,70,Medium,High,6,Yes,3,Public,2,Near,Medium
64,61,Medium,High,6,Yes,2,Private,3,Near,Medium
69,82,Low,High,6,Yes,3,Public,3,Moderate,Medium
63,88,High,Medium,9,Yes,0,Private,3,Far,Medium
67,92,Medium,Medium,7,Yes,0,Private,4,Moderate,Medium
65,68,High,Medium,7,Yes,1,Public,3,Far,Medium
67,70,Medium,Medium,6,Yes,5,Public,4,Moderate,Medium
68,81,High,Medium,7,Yes,1,Private,5,Moderate,Medium
62,73,Medium,Low,7,No,3,Private,3,Near,Medium
70,94,High,Medium,7,Yes,1,Public,3,Near,Medium
67,79,Low,High,7,Yes,1,Public,3,Near,Medium
89,92,High,High,9,Yes,2,Public,5,Moderate,Medium
65,83,High,Medium,7,Yes,1,Private,2,Near,Low
69,91,Low,Medium,5,No,2,Public,2,Near,Medium
64,73,Medium,Medium,7,Yes,2,Public,4,Far,High
74,93,High,Low,6,Yes,6,Private,4,Near,Medium
64,71,Medium,High,8,Yes,0,Public,2,Far,Medium
64,82,Low,High,7,Yes,0,Public,2,Moderate,Medium
67,69,Medium,Low,9,Yes,2,Private,2,Near,Medium
63,79,Low,Low,6,Yes,2,Public,4,Moderate,High
68,73,High,Medium,7,Yes,3,Private,5,Moderate,Low
66,71,Low,Medium,5,Yes,0,Public,5,Near,Low
68,99,Low,High,7,Yes,0,Public,3,Moderate,High
68,66,Medium,High,5,Yes,1,Private,1,Moderate,Medium
69,91,Medium,Medium,7,Yes,3,Private,2,Near,Medium
71,99,High,Low,7,Yes,3,Public,3,Near,Medium
65,61,Low,High,7,Yes,1,Public,3,Near,Medium
67,88,Low,Medium,8,Yes,2,Private,4,Near,Medium
65,70,Medium,Medium,7,Yes,1,Public,4,Near,Medium
65,62,High,Medium,5,Yes,0,Private,4,Moderate,Medium
80,76,Medium,Low,6,Yes,1,Public,2,Near,Medium
74,97,Medium,Medium,7,Yes,2,Public,2,Moderate,High
59,60,Medium,Medium,7,No,3,Public,3,Near,Low
69,84,Medium,Medium,7,Yes,2,Public,3,Near,Low
66,80,Medium,Low,9,Yes,0,Public,2,Moderate,Medium
66,95,Medium,Medium,7,Yes,1,Public,2,Moderate,Medium
65,63,High,High,8,Yes,2,Public,4,Near,Medium
67,87,High,Medium,4,Yes,3,Public,3,Near,Low
69,87,High,High,8,Yes,3,Private,4,Moderate,Low
68,87,Medium,Low,10,Yes,2,Public,3,Near,High
73,98,Medium,Medium,9,Yes,1,Private,2,Near,Medium
71,93,Low,High,6,Yes,1,Public,2,Near,Medium
67,62,High,Medium,10,Yes,0,Public,2,Moderate,Medium
67,79,Medium,Medium,7,Yes,1,Public,3,Near,Low
66,76,High,Low,7,Yes,0,Public,2,Near,Medium
63,72,Medium,Low,7,Yes,3,Public,4,Near,Medium
65,78,High,High,7,No,1,Public,1,Far,Medium
67,75,Medium,Low,4,Yes,2,Public,1,Near,Medium
69,77,Medium,Low,8,Yes,1,Public,3,Near,Medium
67,99,Medium,Medium,7,Yes,1,Public,2,Near,Medium
66,64,High,Medium,7,Yes,4,Public,3,Near,High
74,97,High,High,7,Yes,2,Private,4,Moderate,Low
69,79,High,Medium,6,No,2,Public,2,Moderate,Medium
66,85,Low,Medium,7,Yes,0,Public,4,Moderate,High
69,93,High,Low,9,Yes,0,Private,3,Moderate,Low
63,74,Medium,Medium,8,Yes,1,Public,2,Far,Low
65,77,Medium,Low,7,No,0,Private,3,Near,Medium
64,76,Low,Medium,7,No,1,Private,4,Far,Low
64,75,Low,Medium,7,Yes,0,Private,4,Near,High
69,97,Low,High,6,Yes,2,Public,2,Moderate,Low
73,93,High,High,7,Yes,5,Public,3,Near,Medium
62,64,Medium,Medium,8,Yes,1,Public,3,Moderate,High
62,64,Low,Low,7,Yes,2,Private,4,Near,Low
68,77,Medium,Medium,6,Yes,0,Private,2,Moderate,High
66,64,Medium,Medium,7,Yes,1,Private,3,Far,Low
68,85,Low,High,8,Yes,2,Public,1,Moderate,High
66,66,Low,High,5,Yes,4,Public,4,Moderate,Medium
69,81,Low,Medium,6,Yes,3,Public,3,Near,Low
62,60,Medium,Medium,5,Yes,0,Public,2,Near,Medium
68,73,Low,Medium,7,Yes,2,Public,4,Far,Medium
67,87,Medium,Medium,8,Yes,2,Public,2,Moderate,Low
65,79,Low,Medium,9,Yes,1,Private,4,Near,Medium
69,99,Low,Medium,9,Yes,0,Public,4,Near,Medium
